V011,AP0001,AP0002,AP0003,AP0004,AP0005,AP0006,AP0007,AP0008,AP0009,AP0010,AP0011,AP012,AP0013,AP0014,AP015,AP0016,AP0019,AP0020,AP0062,DOMPRECDOMEXP,DOMPRECRESEXP,ADENSEXCDOMEXP,ADENSEXCRESEXP,ONUSEXCDOMEXP,ONUSEXCRESEXP,COABFAMDOMEXP,COABFAMRESEXP
3501608005001,4837,5730,10567,"50,25",9647,192,136,578,14,10047,"2343,9913",0,2319,13,4139,10687,4105,34,"5557,04","9,55","273,47",0,0,"308,77","7437,46",90,"2692,37"
3501608005002,12565,12814,25379,"40,96",18150,1079,100,6022,28,22656,"906,4635",0,7674,55,7798,25689,7740,57,"2612,0478","11,43","392,24","126,68","6781,94","333,07","9981,66",686,"21483,1"
3501608005003,6961,6733,13694,"40,74",9551,456,81,3606,0,12138,"1162,4188","7454,36",3673,359,4157,13776,3779,378,"3295,0693","78,55","2938,52","39,05","2459,03","111,92","4361,42",235,"11417,61"
3501608005004,15468,15874,31342,"43,78",24835,757,480,5270,0,28434,"1219,9339","30122,05",9322,19,10296,31583,10135,161,"3300,5571","20,22","1270,02","138,96","6971,32","496,56","12969,88",484,"13457,96"
3501608005005,11625,11792,23417,"43,53",18609,570,269,3968,0,21475,"1540,0527","30866,38",6394,0,7713,23704,7614,99,"4166,028","8,57","220,54","120,49","6111,76","373,83","10235,49",337,"8103,21"
3501608005006,17814,18298,36112,"40,34",26459,1327,191,8068,67,32617,"869,8995",0,10246,0,10708,36315,10659,49,"2566,5568","21,94","575,78","149,51","10134,76","374,62","10540,92",783,"27769,5"
3501608005007,7053,7546,14599,"43,02",11905,491,183,2012,8,13504,"1467,3178",0,4318,20,5082,14777,4897,185,"3893,0493",0,0,"42,43","1812,44","148,83","2239,02",259,"6394,37"
3501608005008,8151,8769,16920,"47,03",15346,196,200,1163,15,15871,"1969,2619",0,4571,0,5772,17104,5314,458,"5251,0127",0,0,"27,03","2081,1","293,39","5469,39",305,"8501,34"
3501608005009,5496,6185,11681,"47,85",10086,158,97,1105,0,10852,"1483,4727","13523,74",3171,0,4207,11862,3647,560,"3796,366","9,66","279,94","14,71","499,13","175,55","5043,02",208,"7312,64"
3501608005010,13204,13723,26927,"44,85",20014,668,116,6104,24,24017,"982,2354","18771,33",8212,0,8390,27103,8330,60,"2757,091","38,17","1760,25","172,24","8834,57","493,99","13184,71",625,"19540,49"
3503208005001,6124,6582,12706,"46,05",10134,711,209,1622,30,11552,"1342,9298",0,3837,85,4489,12823,4226,263,"3540,5778",0,0,"27,65","1274,78","69,06","2498,51",251,"7511,99"
3503208005002,6119,6679,12798,"51,08",8371,798,24,3605,0,11475,"872,2831",0,3233,0,4171,12893,4154,17,"2292,7954",0,0,"33,78","1888,06","121,17","2527,91",248,"7977,48"
3503208005003,6510,7314,13824,"48,46",11277,430,116,1979,22,13027,"1540,9206",0,4527,11,5015,14009,5014,0,"3949,2237","8,88","157,86","33,05","1742,51","207,65","3980,44",221,"5307,52"
3503208005004,4959,6418,11377,"51,35",10257,212,265,599,44,10947,"2698,0777",0,3029,9,4663,11678,4490,172,"6287,9642","23,54","424,06","35,75","1494,61","166,73","3277,22",136,"4672,46"
3503208005005,7079,8135,15214,"48,41",13335,511,248,1097,23,14403,"1714,8504",0,4990,32,5428,15514,5419,9,"4437,7827","22,43","391,63","16,49","1904,38","199,81","6762,38",257,"9782,34"
3503208005006,5799,6176,11975,"46,31",9650,492,147,1686,0,10934,"1321,0337",0,3608,135,4122,12104,4089,33,"3478,3424",0,0,"10,1","713,39","85,28","2791,71",161,"5276,42"
3503208005007,7159,7429,14588,"40,25",9081,793,96,4618,0,12707,"811,0621",0,4366,77,4460,14647,4444,16,"2281,2301",0,0,"28,82","2515,04","79,19","2173,68",310,"11021,97"
3503208005008,8174,8206,16380,"46,57",8501,1484,74,6311,11,13937,"644,8229","6616,57",4902,15,4961,16555,4917,44,"1809,3932","20,91","340,83","77,86","4168,69","80,49","2565,27",361,"16002,86"
3503208005009,6274,7174,13448,"46,09",10722,754,148,1813,10,12548,"1223,3846","6344,59",4348,21,4747,13582,4673,74,"3174,5752","12,44","154,76","62,34","2978,49","165,45","2984,52",214,"6699,01"
3503208005010,5658,6447,12105,"48,37",9638,767,241,1459,0,11245,"1206,6482",0,3487,0,4241,12256,4182,59,"3145,9129","20,89","901,31","27,42","1195,65",132,"2851,86",276,"8154,68"
3503208005011,6073,6521,12594,"45,40",9023,645,124,2786,15,11383,"835,2652","10167,34",3557,0,4103,12661,4022,81,"2273,4642","9,24","85,43","83,87","4593,06","176,59","6497,43",225,"7203,99"
3503208005012,7790,8175,15965,"43,30",8892,1595,81,5397,0,13769,"715,7625",0,4830,64,4912,16072,4905,8,"1961,2723","8,13","198,33","69,2","4558,54","150,47","6435,63",254,"9804,15"
3503208005013,7552,8093,15645,"42,22",9166,1273,72,5103,31,13830,"687,8258",0,4630,0,4642,15761,4642,0,"1983,2117","52,41","3720,22","56,45","4366,21","32,83","979,4",271,"9021,52"
3503208005014,7318,7969,15287,"41,71",12072,579,215,2421,0,13951,"1612,6828",0,4658,70,5208,15405,5126,82,"4213,1783",0,0,"22,73","1061,76","167,18","3570,92",237,"9212,19"
3503208005015,8067,6689,14756,"42,33",9782,874,70,4005,25,12713,"961,8352",0,3481,475,5324,14896,3133,2191,"2616,8497","19,93","530,42","11,51","530,23","85,49","2203,52",303,"7459,13"
3505708005001,7589,8226,15815,"43,61",10157,845,260,4553,0,14291,"1219,7327",0,4568,11,4980,15944,4951,30,"3416,9979",0,0,"144,06","7215,55","267,21","7443,58",326,"12582,67"
3505708005002,7500,7806,15306,"45,27",7984,800,240,6259,23,13295,"862,42",0,4185,10,4440,15375,4364,76,"2506,9746","14,44","834,21","149,98","9694,33","284,84","8730,17",327,"11559,09"
3505708005003,7015,7223,14238,"44,43",7985,980,84,5190,0,12262,"798,1568",0,4096,134,4250,14312,4239,11,"2233,2713","26,28","1295,78","213,65","14764,81","224,34","7100,85",208,"5531,65"
3505708005004,7263,8036,15299,"47,02",7368,1348,117,6448,19,13349,"738,9492",0,2271,213,4452,15398,4431,22,"2134,9619",0,0,"158,4","8718,64","226,6","8846,92",347,"10337,67"
3505708005005,8281,8635,16916,"42,27",6514,1548,209,8644,0,14317,"644,4793",0,4356,0,4908,17030,4908,0,"1849,4632","27,12","1503,82","242,94","14838,47","322,11","11203,87",289,"9657,26"
3505708005006,12330,12812,25142,"39,85",11329,1942,273,11527,71,21544,"683,1363",0,6545,0,7297,25241,7287,10,"1975,8608","19,91","479,22","314,28","17419,5","600,72","21557,2",426,"11303,81"
3505708005007,8123,8768,16891,"50,25",8381,949,122,7402,37,14784,"773,4482",0,5066,20,5109,17004,5109,0,"2183,9066",0,0,"245,2","11684,19","230,68","7364,27",388,"10072,9"
3505708005008,11881,12350,24231,"45,97",14218,1063,151,8791,8,21414,"1360,6077",0,5741,851,7163,24439,7112,50,"3878,4027","10,64","678,62","190,95","14493,75","349,15","15918,25",513,"21628,89"
3505708005009,8441,8705,17146,"40,78",8597,1349,175,7025,0,14755,"794,883","11757,12",4847,170,5138,17215,5039,100,"2252,1583","42,43","1126,81","213,43","10307,97","237,03","7470,01",379,"9000,89"
3505708005010,9860,10441,20301,"44,34",10617,1030,138,8504,13,17740,"731,8413",0,5764,0,6011,20382,5895,116,"2100,0081","8,33","277,81","307,84","16111,84","459,33","13457,72",366,"9787,84"
3505708005011,6716,7060,13776,"44,10",7407,892,123,5333,0,12162,"957,9061",0,3584,77,4221,13830,4161,61,"2644,7151","24,07","1130,1","120,33","6393,5","216,84","7604,79",221,"8978,14"
3505708005012,7146,8010,15156,"45,96",14046,96,454,561,0,14279,"6569,0075",0,1020,1376,5308,15371,5244,64,"16976,8393","37,49","735,06",0,0,"12,03","434,1",93,"2472,94"
3505708005013,14906,15626,30532,"47,00",12318,2012,258,15891,29,26250,"589,4746",0,7979,202,8632,30608,8600,32,"1738,4656","10,35","428,2","345,92","18019,28","555,05","19562,06",478,"14481,96"
3506003005001,6857,8490,15347,"47,24",13053,524,611,1159,0,14628,"2610,0753","34711,23",4087,31,6273,15557,6084,189,"5996,9043","24,29","341,64",0,0,"434,32","9041,39",254,"7258,13"
3506003005002,10254,11321,21575,"45,36",16196,843,308,4197,30,19750,"1725,2238",0,4500,76,7549,21820,7323,226,"4373,0636","25,77","691,99","8,42","283,3","334,02","7908,24",454,"13359,5"
3506003005003,6853,7596,14449,"46,28",11382,626,141,2271,30,13209,"1140,5169",0,4421,0,4817,14548,4806,10,"3054,4662","15,82","195,31","36,49","1927,99","136,23","4021,96",272,"7331,53"
3506003005004,9242,10828,20070,"47,19",17700,403,664,1252,51,18980,"2763,9114",0,4203,10,8083,20258,8010,73,"6353,9606",0,0,"50,76","7283,15","533,73","11878,99",218,"9526,86"
3506003005005,12121,13015,25136,"42,29",17315,1299,224,6289,9,22741,"862,773",0,7778,8,7816,25418,7752,64,"2433,4508","165,17","5969,71","61,65","4124,5","209,88","5455,21",512,"14038,23"
3506003005006,7192,7498,14690,"40,76",10121,761,89,3684,35,13095,"893,4394","7872,89",4376,0,4477,14832,4079,399,"2533,6442","10,5","110,19","30,81","1868,19","138,5","5293,51",279,"10130,95"
3506003005007,11865,12728,24593,"44,57",15716,1536,398,6902,41,21949,"929,4901","34340,07",7109,48,7752,24714,7631,121,"2557,1343","79,56","2467,19","63,79","3881,37","299,13","7952,73",534,"16359,34"
3506003005008,8786,9362,18148,"40,86",11018,1239,90,5776,25,16066,"661,4997","25494,27",5232,0,5268,18358,5143,125,"1950,9795",117,"4723,01","117,58","9310,73","139,82","5746,13",541,"19690,88"
3506003005009,13957,14969,28926,"44,67",17466,1893,258,9266,43,25262,"760,0677",0,8394,13,8543,29171,8487,56,"2177,3419","148,89","5343,58","96,2","5347,75","289,55","7222,32",811,"28606,92"
3506003005010,14275,12209,26484,"42,90",18415,1590,523,5927,29,24172,"1043,6733",0,7207,18,10947,26780,7220,3726,"2876,3117","40,11","891,9","107,55","5048,21","183,52","4803,64",557,"14344,75"
3506003005011,9041,9636,18677,"47,55",13625,625,337,4082,8,16830,"911,3296",0,5875,0,5975,18863,5926,50,"2516,0178","24,52","738,53","46,56","2646,63","240,56","5841,17",473,"15831,77"
3506003005012,10592,11071,21663,"45,91",12815,1097,203,7515,32,18677,"717,0163",0,6292,0,6353,21772,6308,45,"2041,2513","16,7","858,86","52,43","2483,96","152,69","5362,65",473,"13017,11"
3506003005013,10877,11574,22451,"42,65",15003,1101,408,5817,123,19934,"876,8691",0,6155,54,7158,22592,6986,172,"2390,112","81,32","2425,97","99,67","5439,13","221,62","5903,96",484,"17043,55"
3506003005014,7489,8135,15624,"45,42",11584,455,306,3230,50,14192,"1106,8664","22956,95",4599,156,5097,15785,5086,11,"2983,384","38,18","814,11","55,59","3623,6","150,09","4251,49",217,"7895,77"
3506003005015,11851,12179,24030,"41,34",14401,1514,143,7959,12,20988,"746,1129","5294,15",7070,0,7208,24212,6983,225,"2117,7137","66,5","1679,63","120,72","6194,62","144,25","4185,89",520,"19975,75"
3506003005016,6400,6780,13180,"48,76",9442,649,445,2598,46,11937,"1504,7511",0,3597,314,4244,13319,4109,135,"4068,4813","75,84","4400,18","42,55","3339,82","64,48","1519,89",255,"8626,09"
3506003005017,8997,9897,18894,"47,39",16451,538,531,1355,19,17292,"3558,337","31725,08",3675,841,6482,19179,6278,204,"9289,589","173,45","8316,52","12,75","650,61","108,25","1615,68",232,"8521,59"
3509502005001,2899,2712,5611,"45,34",3683,380,27,1469,53,4890,"1351,2681","2330,21",1574,133,1749,5635,679,1070,"3781,9834","3,88","15,08","5,21","108,39","12,9","439,02",125,"2007,87"
3509502005002,9450,10012,19462,"45,17",15614,652,188,3001,7,17954,"2476,8408","18016,84",4236,1698,6191,19595,5904,287,"7044,3561","47,64","1862,05","77,77","5640,21","86,99","3593,83",386,"12514,84"
3509502005003,12819,13087,25906,"43,17",19955,1111,212,4523,83,23585,"2281,5729",0,6738,1488,8633,26466,8319,314,"6168,09",0,0,"46,51","4339,9","420,69","17357,3",453,"24107,48"
3509502005004,16587,16472,33059,"46,31",26837,398,715,5109,0,30337,"3012,6581",0,7740,1976,10698,33372,8673,2026,"8409,0776","70,92","7007,15","98,87","11373,9","334,3","22259,55",556,"38220,79"
3509502005005,14655,16531,31186,"45,77",24381,876,1681,4248,0,29560,"2201,4179",0,8275,252,10893,31611,10666,227,"5847,1663",0,0,"122,22","30861,75","345,87","12187,94",508,"78651,47"
3509502005006,14505,15901,30406,"49,96",24441,1338,893,3716,19,28005,"2467,7683",0,6143,347,10699,30872,10612,87,"6339,4434",0,0,"19,61","1922,06","195,58","10853,73",558,"30762,31"
3509502005007,12418,14121,26539,"44,11",22813,642,750,2334,0,24884,"2086,6738",0,4823,47,9693,26759,9532,161,"5259,5673",0,0,"58,82","8942,02","387,11","14744,81",543,"31407,13"
3509502005008,13679,14603,28282,"40,78",21011,1984,420,4866,0,25506,"1898,0318",0,7416,552,8760,28503,8614,146,"5540,2586","129,8","13486,7","35,47","2949,31","268,13","17855,99",791,"46011,6"
3509502005009,12672,14413,27085,"46,67",21304,1366,642,3773,0,25029,"1787,8354",0,6012,0,9145,27519,9114,31,"4792,3246","16,89","1141,63","24,87","3091,64","435,21","26585,84",505,"28616,99"
3509502005010,12046,14209,26255,"44,16",22962,753,540,1960,39,25186,"2508,917",0,3907,45,11453,26627,11244,209,"5454,4756","39,19","2287,02","15,86","1508,69","284,09","12548,39",276,"11854,59"
3509502005011,13036,14036,27072,"48,77",22661,863,229,3319,0,24694,"3326,6255",0,5840,953,8692,27365,8527,165,"9203,8143","52,05","5542,48","83,23","11237,74","62,18","3757,8",481,"32037,01"
3509502005012,10485,13323,23808,"47,63",21570,313,290,1635,0,22844,"4990,2658","12150,85",648,0,11041,24153,10951,89,"10100,6406","39,84","1570,19","26,01","2705,15","259,27","8955,94",110,"7030,98"
3509502005013,8088,10099,18187,"45,66",14504,593,573,2415,102,17472,"2356,7839",0,341,0,9140,18437,8781,359,"4476,2115","104,45",8081,"173,91","12711,91","848,14","33070,26",103,"3988,95"
3509502005014,17193,20261,37454,"47,63",33609,946,452,2424,23,35541,"2598,5964","18059,81",5694,21,15591,37973,15332,259,"5822,8758","25,8","665,63","61,35","5057,9","568,45","22598,15",587,"35173,57"
3509502005015,14054,15548,29602,"45,79",21177,2345,419,5661,0,26775,"1083,6791",0,7201,0,9424,29872,9354,70,"3040,3509","31,23","3771,06","27,82","1742,07","385,35","19023,12",691,"37561,13"
3509502005016,11737,13720,25457,"51,91",19019,2213,214,4011,0,23535,"1175,3691",0,5997,0,8612,25592,8543,69,"3147,0917",0,0,0,0,"156,96","7474,97",641,"39109,62"
3509502005017,16428,17341,33769,"43,72",21013,2397,77,10168,113,30275,"903,117",0,10081,30,10301,34036,10300,0,"2599,992","17,34","300,6","91,54","16656,5","323,09","19371,81",831,"52697,56"
3509502005018,15169,16315,31484,"43,54",20176,2465,191,8652,0,28075,"1068,818",0,7455,17,9859,31735,9800,59,"2980,5956",0,0,"14,61","853,93","345,57","23590,69",572,"41825,94"
3509502005019,14112,15133,29245,"49,33",20843,1440,348,6614,0,26831,"1281,3003","24701,02",6749,439,9675,29407,9598,77,"3469,1375","18,16","659,75","54,51","6364,18","232,18","9889,2",654,"42217,7"
3509502005020,17102,20420,37522,"43,03",29749,2069,870,4815,19,35218,"1573,549",0,8088,52,14371,37863,13046,1325,"3973,4833","49,36","3526,75","200,35","27202,28","505,45","42422,87",558,"36122,25"
3509502005021,16424,17435,33859,"45,22",22062,3087,340,8327,42,30262,"1055,299","28260,22",9088,0,10551,34051,10525,26,"2947,5409","104,54","6910,89","73,95","7875,22","346,66","15594,42",851,"40728,01"
3509502005022,14432,15221,29653,"47,48",23342,1214,632,4421,44,27348,"1699,1746",0,7192,461,9374,29821,9172,203,"4828,9227","24,19","585,17","72,27","7024,16","112,75","7034,81",639,"35491,39"
3509502005023,24020,26429,50449,"49,16",36521,3185,391,10352,0,45794,"1249,1778",0,13432,17,16442,50762,16254,187,"3434,437","35,56","2476,34","299,18","33585,33","874,38","59462,48",1142,"73951,39"
3509502005024,15849,15748,31597,"46,80",14459,2260,328,14515,34,26421,"654,6617","47164,39",7915,76,8957,31705,8828,129,"1916,3898","375,76","25674,75","237,65","28719,69","360,51","26123,98",736,"46042,91"
3509502005025,16709,17151,33860,"47,55",16892,2732,146,14089,0,29330,"657,0282",0,9010,0,9797,34353,9432,365,"1923,6149",0,0,"243,24","23311,68","275,93","20855,2",630,"36683,05"
3509502005026,17140,18163,35303,"41,70",17633,4352,295,13023,0,30295,"654,3875",0,9821,0,9938,35517,9908,30,"1964,3968","22,21","986,19","186,63","39893,59","155,8","12448,82",944,"65501,44"
3509502005027,15430,15684,31114,"44,41",14611,2394,94,13964,52,26538,"629,1494",0,8739,24,8763,31289,8571,192,"1875,8182","57,8","2956,4","136,1","13099,2","240,86","16001,7",713,"49028,13"
3509502005028,16638,17367,34005,"45,87",17401,2721,100,12044,0,29257,"800,273",0,7532,0,10476,34255,10430,46,"2248,6133",0,0,"171,42","15045,76","335,57","19900,71",750,"40820,1"
3509502005029,15486,15892,31378,"42,56",15165,2771,247,13195,0,27445,"674,217","16161,1",8788,0,8806,31587,8488,318,"2030,7523","17,76","315,4","71,93","9496,32","281,3","20061,67",702,"48767,87"
3509502005030,14640,14945,29585,"43,83",14332,1915,128,13196,14,25685,"683,5531","34915,67",7408,358,8464,29819,8272,192,"2028,3129","70,96","10842,58","174,41","19149,71","257,81","22892,56",758,"43502,67"
3509502005031,16447,17451,33898,"44,68",17368,4034,186,12290,20,29605,"573,6305",0,7747,573,9909,34027,9894,15,"1670,6542","66,69","4734,22","87,85","7161,54","312,04","15771,56",973,"55470,29"
3509502005032,16199,15807,32006,"48,44",12113,2074,183,17424,15,25949,"531,8224","35691,23",8750,0,8964,32111,8286,678,"1527,1556","190,35","15769,18","166,98","20549,6","191,91","17385,3",693,"62747,8"
3509502005033,15844,16007,31851,"44,14",18654,2678,0,10519,0,27505,"787,288",0,7246,70,9620,31960,9062,557,"2211,3919","18,93","1791,36","84,85","8902,14","170,98","9272,52",718,"44251,37"
3509502005034,14933,14668,29601,"42,46",16954,2804,42,9801,0,26364,"824,8063",0,6332,23,9814,29747,8394,1420,"2384,7844","50,11","3372,62","59,86","7071,22","231,26","14370,81",595,"33437,75"
3509502005035,13603,14293,27896,"47,68",18388,2098,121,7289,0,24905,"989,4793",0,7492,154,8485,28098,8404,81,"2835,0237","169,67","12508,58",122,"16963,55",230,"23823,81",540,"30472,63"
3509502005036,17937,18730,36667,"44,51",16808,4460,185,15010,70,31206,"634,8325",0,7901,19,10776,37050,10594,182,"1818,3773","88,08","3286,66","245,32","19745,54","358,01","20025,08",814,"40112,23"
3510609005001,13630,14470,28100,"46,46",16068,2148,133,9732,19,24844,"890,3407",0,7682,0,8636,28295,8527,109,"2515,6131","28,41","723,86","248,39","11516,19","426,26","11944,3",690,"21121,77"
3510609005002,21201,24670,45871,"43,99",25597,5025,164,15036,50,41218,"865,2634","30236,08",1895,538,14921,46247,14664,257,"2315,7699","234,8","7300,19","95,93","5569,11","408,34","12351,03",926,"24735,75"
3510609005003,21809,22684,44493,"45,15",22822,3728,188,17731,24,38081,"634,8619",0,12159,0,12547,44642,12051,496,"1872,2333","299,6","12763,19","341,99","17536,91","272,45","9131,97",902,"26516,64"
3510609005004,30937,32922,63859,"43,86",33743,5098,368,24640,11,55504,"712,5646","69531,45",17506,179,18970,64207,18880,90,"2041,4228","105,93","3921,91","712,31","36209,67","774,11","24112,15",1387,"36058,83"
3510609005005,29287,30947,60234,"43,06",29095,5509,407,25086,137,51806,"655,4726","53155,57",15852,442,17626,60556,17514,111,"1881,9896","381,25","17376,78","526,13","25287,59","816,08","27521,52",951,"28080,49"
3510609005006,36975,38024,74999,"42,74",35869,4705,669,33389,97,64106,"940,0757",0,19472,939,21146,75428,20104,1042,"2783,4905","637,88","28581,45","539,94","28065,66","590,69","19191,31",1423,"39354,56"
3510609005007,25445,26583,52028,"43,72",24253,3980,562,23191,41,45075,"721,0357",0,14507,167,15076,52282,15009,67,"2108,0028","28,61","1140,31","557,81","25507,27","765,41","23977,04",1064,"32889,5"
3513009003001,6789,7294,14083,"47,32",10119,673,282,2972,36,12616,"2655,7438","48731,77",1885,2218,4275,14230,4117,158,"7440,783","87,97","4569,15","88,27","4401,27","52,71","1465,7",240,"5899,12"
3513009003002,7649,8173,15822,"41,26",11737,668,542,2854,21,14443,"2730,2869","5852,92",3455,941,5042,16004,4459,584,"7935,9254","21,54","435,58","68,8","3414,67","118,18","3442,09",396,"14237,35"
3513009003003,8482,9167,17649,"45,16",9404,1208,250,6787,0,15339,"1192,4668",0,4263,0,5396,17680,5271,125,"3301,9371","72,33","2135,94","180,07","7844,54","169,66","4482,4",350,"9934,52"
3513009003004,9225,9614,18839,"43,81",9363,1126,210,8133,7,16686,"833,0458","6618,48",5131,220,5608,18906,5458,150,"2367,1866","44,76","2198,04","159,25","9171,39","314,24","9644,03",298,"11147,41"
3513009003005,8287,8658,16945,"42,02",9335,987,104,6482,0,14646,"697,5688",0,4800,15,4993,17064,4890,103,"2024,1364","146,1","6399,61","115,33","6885,16","289,23","10861,43",413,"15722,38"
3513009003006,13907,14522,28429,"44,48",13990,1671,117,12599,52,24559,"892,2248",0,7374,342,8303,28617,7949,354,"2561,157","113,37","5133,48","236,39","13215,52","343,63","9803,74",615,"18595,32"
3513009003007,9216,9500,18716,"47,57",12670,609,496,4921,20,16773,"1801,8628","33419,86",4233,681,5830,18888,5451,379,"4977,7565","14,28","1019,88","52,69","2912,47","115,23","2756,62",380,"12742,79"
3513009003008,10215,10889,21104,"45,44",12037,1377,208,7462,20,18454,"1040,3458",0,5162,763,6314,21236,5999,316,"2954,4262","11,23","378,34","209,51","11741,7","197,38","4728,53",549,"17149,84"
3513009003009,8902,8814,17716,"44,44",7759,1462,157,8263,76,14991,"717,5551",0,4860,85,5229,17820,3216,2013,"2055,5119",0,0,"61,09","4199,43","178,1","4589,99",311,"10337,45"
3513009003010,15783,16064,31847,"44,09",18803,1935,338,10689,81,27097,"651,4314",0,8346,448,9050,32048,6536,2515,"1931,683","66,12","5219,95","156,2","11729,35","207,18","6963,04",558,"21137,52"
3513801005001,8402,9047,17449,"43,77",7480,1656,142,8171,0,15190,"702,3264",0,5089,13,5370,17595,5370,0,"1929,8367","11,23","378,56","294,59","16425,81","317,88","11238,34",366,"10944,04"
3513801005002,7137,7689,14826,"44,86",6383,1696,160,6540,47,12974,"725,6038",0,3963,391,4622,14963,4611,11,"1975,2123","12,96","336,11","204,43","8950,71","305,45","8538,24",234,"6573,66"
3513801005003,11470,12080,23550,"45,09",11070,1640,341,10499,0,20429,"751,5245","14230,62",6627,9,7012,23732,6993,18,"2143,3495","39,85","704,58","228,86","10536,61","389,01","11604,2",525,"14706,26"
3513801005004,8516,9225,17741,"44,13",8721,1185,71,7764,0,15547,"705,846",0,4504,0,5402,17821,5402,0,"1990,0282","39,09","630,68","109,81","6356,87","304,31","8915,62",364,"10582,97"
3513801005005,9970,10507,20477,"44,90",9069,1466,64,9878,0,17574,"593,0274",0,5506,5,5829,20598,5829,0,"1739,2548","85,87","3233,8","206,97","10675,28","301,06","7863,14",508,"16847,13"
3513801005006,6450,7137,13587,"43,53",8214,784,595,3973,20,12421,"1260,9494",0,3335,13,4352,13718,4352,0,"3445,0198","6,38","122,19","124,29","6343,42","230,42","7052,66",307,"11279,09"
3513801005007,6645,7385,14030,"44,44",7615,733,511,5131,39,12708,"1139,4236",0,3634,0,4519,14130,4519,0,"3115,1721",0,0,"169,15","8472,25","275,54","9804,38",266,"8605,69"
3513801005008,7917,8913,16830,"44,17",10612,1172,524,4522,0,15410,"1274,1558",0,3132,16,5465,17040,5408,57,"3473,2866","10,94","358,93","119,82","7881,56","304,29","9241,74",371,"9773,84"
3513801005009,6829,7130,13959,"45,50",7271,1175,220,5293,0,12448,"992,6652","13651,1",2866,0,4601,14057,4239,363,"2721,8203","22,31","249,07","127,84","6765,16","135,12","3615,22",322,"10565,39"
3513801005010,7788,8346,16134,"41,66",8322,1064,122,6612,14,14358,"869,719",0,4980,0,5203,16219,5180,23,"2330,2181","7,51","112,79","270,77","13716,5","352,38","10406,85",286,"7688,01"
3513801005011,7736,8429,16165,"44,37",7059,1254,116,7737,0,14142,"682,8332",0,2447,0,4728,16208,4714,14,"1959,8071","67,05","3524,04","30,56","1104,46","103,41","3025,57",334,"11394,7"
3513801005012,12371,13278,25649,"41,75",11461,2202,145,11841,0,22096,"643,6796",0,7567,0,7567,25755,7537,30,"1829,5265","147,27","5898,44","202,27","9245,89","516,51","16137,68",499,"14689,72"
3513801005013,8348,8640,16988,"42,56",8324,1156,145,7362,0,14625,"696,9053",0,5168,0,5171,17160,4869,302,"1915,6139","163,38","7803,56","236,75","15440,15","286,81","9548,34",262,"8166,49"
3513801005014,10439,11020,21459,"45,34",9529,2033,66,9820,12,18341,"539,8816",0,6242,0,6314,21497,6275,39,"1540,4119","100,44","3954,31","356,73","18284,16","393,66","14837,32",309,"9400,02"
3513801005015,9075,9720,18795,"44,15",9095,2011,142,7548,0,16393,"806,2516",0,4904,99,5686,18890,5686,0,"2272,1538","11,02","121,36","218,68","10987,83","170,3","4392,21",385,"12503,67"
3513801005016,12839,13249,26088,"41,97",13597,1485,269,10704,33,22609,"731,5215",0,7526,8,7823,26334,7824,0,"2059,971","144,2","7109,12","481,94","25486,23","750,67","26520,09",458,"12316,66"
3513801005017,7398,7683,15081,"42,36",6715,1631,43,6692,0,12943,"662,3462",0,3398,0,4487,15119,4378,109,"1849,187","99,65","3656,96","117,92","7240,77","205,77","6873,92",294,"10064,52"
3513801005018,7945,8214,16159,"43,64",7475,1359,53,7252,20,13916,"623,4207",0,4983,25,5095,16258,5061,33,"1662,1675","15,99","2302,04","309,54","15439,49","437,82","13387,83",284,"8529,72"
3513801005019,6960,7382,14342,"44,98",7747,1321,32,5242,0,12601,"730,5454",0,4259,13,4367,14475,4366,0,"2072,8286",0,0,"247,33","12674,63","415,3","14260,18",326,"8872,45"
3513801005020,7529,8110,15639,"41,74",7606,1475,289,6249,19,13855,"738,8762",0,4723,0,4734,15746,4734,0,"2088,7155","9,43","177,72","217,34","11271,15","327,01","11712,11",384,"14209,86"
3513801005021,6706,7311,14017,"42,63",7489,992,52,5474,10,12464,"824,1675",0,4249,13,4410,14116,4410,0,"2272,5472","10,68","228,17","210,25","9962,62","347,7","10449,61",324,"9734,44"
3513801005022,8333,8791,17124,"43,22",7492,1139,144,8322,28,14893,"628,3521",0,4670,0,5083,17239,5083,0,"1793,4725","24,96","1085,65","180,59","11100,38","183,11","7214,4",335,"9787,84"
3515004005001,7762,8144,15906,"44,98",5926,1265,61,8633,21,13749,"533,48",0,4306,0,4306,15955,4301,5,"1626,0867",0,0,"97,06","4353,8","157,39","4721,93",412,"12443,85"
3515004005002,8553,9274,17827,"45,99",8081,1360,132,8245,9,15554,"669,3733",0,5109,0,5119,17919,5094,25,"1976,1896",0,0,"260,79","13636,44","343,05","11000,69",424,"11748,93"
3515004005003,8194,8718,16912,"45,65",7236,1116,92,8468,0,14631,"627,0805","9783,38",4669,0,4689,17032,4646,43,"1897,5603","12,23","149,55","191,21","9311,96","227,22","9376,33",468,"12801,82"
3515004005004,9436,10007,19443,"41,74",7641,1836,50,9853,27,16649,"656,7149",0,5286,0,5749,19570,5736,13,"1868,9419",0,0,"282,97","12826,29",271,"8164,97",399,"8766,01"
